"06025010600","Census Tract 106, Imperial County, California","Census Tract 106, Imperial County, California","ca","140","00","ACSSF","0003637",,,,,"06","025",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010600",,,"8650616","0",6448,6448,5452,41,51,0,0,582,322,84.55,0.64,0.79,0,0,9.03,4.99,6448,2188,1978,30,0,0,0,0,180,4260,3474,11,51,0,0,582,142,33.93,30.68,0.47,0,0,0,0,2.79,66.07,53.88,0.17,0.79,0,0,9.03,2.2,6448,2188,4260,4066,0,25,0,56,0,0,0,10,0,46,0,10,0,0,10,0,0,0,0,0,0,0,103,46,0,0,57,33.93,66.07,63.06,0,0.39,0,0.87,0,0,0,0.16,0,0.71,0,0.16,0,0,0.16,0,0,0,0,0,0,0,1.6,0.71,0,0,0.88
"06025010700","Census Tract 107, Imperial County, California","Census Tract 107, Imperial County, California","ca","140","00","ACSSF","0003638",,,,,"06","025",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010700",,,"5649153","0",4554,4554,3217,123,55,0,37,654,468,70.64,2.7,1.21,0,0.81,14.36,10.28,4554,302,163,123,16,0,0,0,0,4252,3054,0,39,0,37,654,468,6.63,3.58,2.7,0.35,0,0,0,0,93.37,67.06,0,0.86,0,0.81,14.36,10.28,4554,302,4252,4139,0,0,0,96,0,25,0,0,0,58,13,5,0,0,5,0,0,0,0,0,0,0,12,0,0,0,12,6.63,93.37,90.89,0,0,0,2.11,0,0.55,0,0,0,1.27,0.29,0.11,0,0,0.11,0,0,0,0,0,0,0,0.26,0,0,0,0.26
"06025010800","Census Tract 108, Imperial County, California","Census Tract 108, Imperial County, California","ca","140","00","ACSSF","0003639",,,,,"06","025",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010800",,,"289988516","0",1552,1552,1046,70,0,26,6,243,161,67.4,4.51,0,1.68,0.39,15.66,10.37,1552,875,663,70,0,0,6,0,136,677,383,0,0,26,0,243,25,56.38,42.72,4.51,0,0,0.39,0,8.76,43.62,24.68,0,0,1.68,0,15.66,1.61,1552,875,677,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.38,43.62,43.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06025010900","Census Tract 109, Imperial County, California","Census Tract 109, Imperial County, California","ca","140","00","ACSSF","0003640",,,,,"06","025",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025010900",,,"16189619","11902",6917,6917,5197,22,132,85,0,1277,204,75.13,0.32,1.91,1.23,0,18.46,2.95,6917,1683,1623,22,0,4,0,0,34,5234,3574,0,132,81,0,1277,170,24.33,23.46,0.32,0,0.06,0,0,0.49,75.67,51.67,0,1.91,1.17,0,18.46,2.46,6917,1683,5234,4996,52,0,0,163,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,24.33,75.67,72.23,0.75,0,0,2.36,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.33
"06025011000","Census Tract 110, Imperial County, California","Census Tract 110, Imperial County, California","ca","140","00","ACSSF","0003641",,,,,"06","025",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011000",,,"180074669","59691",12836,12836,9687,451,52,217,34,1684,711,75.47,3.51,0.41,1.69,0.26,13.12,5.54,12836,3462,2450,451,52,181,34,46,248,9374,7237,0,0,36,0,1638,463,26.97,19.09,3.51,0.41,1.41,0.26,0.36,1.93,73.03,56.38,0,0,0.28,0,12.76,3.61,12836,3462,9374,9000,0,22,0,167,0,0,0,0,0,167,0,78,59,0,0,0,19,0,0,0,0,0,107,14,0,0,93,26.97,73.03,70.12,0,0.17,0,1.3,0,0,0,0,0,1.3,0,0.61,0.46,0,0,0,0.15,0,0,0,0,0,0.83,0.11,0,0,0.72
"06025011100","Census Tract 111, Imperial County, California","Census Tract 111, Imperial County, California","ca","140","00","ACSSF","0003642",,,,,"06","025",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011100",,,"201633523","146453",3314,3314,2667,158,0,56,10,158,265,80.48,4.77,0,1.69,0.3,4.77,8,3314,1017,675,158,0,56,3,0,125,2297,1992,0,0,0,7,158,140,30.69,20.37,4.77,0,1.69,0.09,0,3.77,69.31,60.11,0,0,0,0.21,4.77,4.22,3314,1017,2297,2204,34,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,46,40,6,0,0,30.69,69.31,66.51,1.03,0,0.21,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1.39,1.21,0.18,0,0
"06025011201","Census Tract 112.01, Imperial County, California","Census Tract 112.01, Imperial County, California","ca","140","00","ACSSF","0003643",,,,,"06","025",,,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011201",,,"14430108","0",6437,6437,5113,86,101,199,0,579,359,79.43,1.34,1.57,3.09,0,8.99,5.58,6437,1263,944,70,15,136,0,0,98,5174,4169,16,86,63,0,579,261,19.62,14.67,1.09,0.23,2.11,0,0,1.52,80.38,64.77,0.25,1.34,0.98,0,8.99,4.05,6437,1263,5174,5053,44,17,0,39,0,0,0,39,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,19.62,80.38,78.5,0.68,0.26,0,0.61,0,0,0,0.61,0,0,0,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
"06025011202","Census Tract 112.02, Imperial County, California","Census Tract 112.02, Imperial County, California","ca","140","00","ACSSF","0003644",,,,,"06","025",,,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011202",,,"1654419","0",5474,5474,3128,26,43,74,17,2087,99,57.14,0.47,0.79,1.35,0.31,38.13,1.81,5474,469,310,17,20,74,17,0,31,5005,2818,9,23,0,0,2087,68,8.57,5.66,0.31,0.37,1.35,0.31,0,0.57,91.43,51.48,0.16,0.42,0,0,38.13,1.24,5474,469,5005,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11,0,0,89,8.57,91.43,89.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0.2,0,0,1.63
"06025011300","Census Tract 113, Imperial County, California","Census Tract 113, Imperial County, California","ca","140","00","ACSSF","0003645",,,,,"06","025",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011300",,,"128721904","0",11306,11306,8157,33,155,122,0,2603,236,72.15,0.29,1.37,1.08,0,23.02,2.09,11306,935,764,26,0,122,0,0,23,10371,7393,7,155,0,0,2603,213,8.27,6.76,0.23,0,1.08,0,0,0.2,91.73,65.39,0.06,1.37,0,0,23.02,1.88,11306,935,10371,10328,0,6,0,21,0,0,10,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,10,8.27,91.73,91.35,0,0.05,0,0.19,0,0,0.09,0,0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0.14,0.05,0,0,0.09
"06025011400","Census Tract 114, Imperial County, California","Census Tract 114, Imperial County, California","ca","140","00","ACSSF","0003646",,,,,"06","025",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011400",,,"3966379","21575",4454,4454,2051,191,23,28,0,1676,485,46.05,4.29,0.52,0.63,0,37.63,10.89,4454,328,90,168,0,1,0,5,64,4126,1961,23,23,27,0,1671,421,7.36,2.02,3.77,0,0.02,0,0.11,1.44,92.64,44.03,0.52,0.52,0.61,0,37.52,9.45,4454,328,4126,4089,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,19,7.36,92.64,91.81,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.22,0,0,0.43
"06025011500","Census Tract 115, Imperial County, California","Census Tract 115, Imperial County, California","ca","140","00","ACSSF","0003647",,,,,"06","025",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011500",,,"2047168","0",6347,6347,4103,212,48,121,0,1582,281,64.64,3.34,0.76,1.91,0,24.93,4.43,6347,529,325,65,6,100,0,6,27,5818,3778,147,42,21,0,1576,254,8.33,5.12,1.02,0.09,1.58,0,0.09,0.43,91.67,59.52,2.32,0.66,0.33,0,24.83,4,6347,529,5818,5433,13,22,0,224,0,67,53,40,0,64,0,0,0,0,0,0,0,0,0,0,0,0,126,56,0,0,70,8.33,91.67,85.6,0.2,0.35,0,3.53,0,1.06,0.84,0.63,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.88,0,0,1.1
"06025011600","Census Tract 116, Imperial County, California","Census Tract 116, Imperial County, California","ca","140","00","ACSSF","0003648",,,,,"06","025",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011600",,,"2047643","0",6021,6021,3581,48,12,124,0,1749,507,59.48,0.8,0.2,2.06,0,29.05,8.42,6021,787,548,48,12,124,0,0,55,5234,3033,0,0,0,0,1749,452,13.07,9.1,0.8,0.2,2.06,0,0,0.91,86.93,50.37,0,0,0,0,29.05,7.51,6021,787,5234,5150,0,17,0,46,2,0,0,8,0,36,0,6,0,6,0,0,0,0,0,0,0,0,15,0,0,0,15,13.07,86.93,85.53,0,0.28,0,0.76,0.03,0,0,0.13,0,0.6,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25
"06025011700","Census Tract 117, Imperial County, California","Census Tract 117, Imperial County, California","ca","140","00","ACSSF","0003649",,,,,"06","025",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011700",,,"2004781","0",5469,5469,3253,36,0,43,57,1640,440,59.48,0.66,0,0.79,1.04,29.99,8.05,5469,805,560,29,0,43,0,7,166,4664,2693,7,0,0,57,1633,274,14.72,10.24,0.53,0,0.79,0,0.13,3.04,85.28,49.24,0.13,0,0,1.04,29.86,5.01,5469,805,4664,4599,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,57,14.72,85.28,84.09,0,0.13,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,1.04
"06025011801","Census Tract 118.01, Imperial County, California","Census Tract 118.01, Imperial County, California","ca","140","00","ACSSF","0003650",,,,,"06","025",,,,"011801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011801",,,"3265946","0",3861,3861,2438,78,4,185,0,1047,109,63.14,2.02,0.1,4.79,0,27.12,2.82,3861,1233,1000,58,0,174,0,0,1,2628,1438,20,4,11,0,1047,108,31.93,25.9,1.5,0,4.51,0,0,0.03,68.07,37.24,0.52,0.1,0.28,0,27.12,2.8,3861,1233,2628,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.93,68.07,68.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06025011802","Census Tract 118.02, Imperial County, California","Census Tract 118.02, Imperial County, California","ca","140","00","ACSSF","0003651",,,,,"06","025",,,,"011802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011802",,,"1728129","0",5582,5582,3522,157,41,99,0,1138,625,63.1,2.81,0.73,1.77,0,20.39,11.2,5582,1186,1030,45,0,78,0,0,33,4396,2492,112,41,21,0,1138,592,21.25,18.45,0.81,0,1.4,0,0,0.59,78.75,44.64,2.01,0.73,0.38,0,20.39,10.61,5582,1186,4396,4239,70,0,0,40,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,47,32,0,0,15,21.25,78.75,75.94,1.25,0,0,0.72,0,0,0.27,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.57,0,0,0.27
"06025011803","Census Tract 118.03, Imperial County, California","Census Tract 118.03, Imperial County, California","ca","140","00","ACSSF","0003652",,,,,"06","025",,,,"011803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011803",,,"12382384","23943",6373,6373,3914,257,43,342,24,1632,161,61.42,4.03,0.67,5.37,0.38,25.61,2.53,6373,1352,763,229,0,331,0,0,29,5021,3151,28,43,11,24,1632,132,21.21,11.97,3.59,0,5.19,0,0,0.46,78.79,49.44,0.44,0.67,0.17,0.38,25.61,2.07,6373,1352,5021,4934,20,0,0,18,0,0,0,0,9,9,0,18,0,0,18,0,0,0,0,0,0,0,31,0,0,0,31,21.21,78.79,77.42,0.31,0,0,0.28,0,0,0,0,0.14,0.14,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0.49,0,0,0,0.49
"06025011900","Census Tract 119, Imperial County, California","Census Tract 119, Imperial County, California","ca","140","00","ACSSF","0003653",,,,,"06","025",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025011900",,,"224952640","0",11177,11177,9531,28,0,90,0,1378,150,85.27,0.25,0,0.81,0,12.33,1.34,11177,440,350,0,0,90,0,0,0,10737,9181,28,0,0,0,1378,150,3.94,3.13,0,0,0.81,0,0,0,96.06,82.14,0.25,0,0,0,12.33,1.34,11177,440,10737,10479,17,0,0,84,0,0,0,0,0,84,0,17,17,0,0,0,0,0,0,0,0,0,140,0,0,0,140,3.94,96.06,93.76,0.15,0,0,0.75,0,0,0,0,0,0.75,0,0.15,0.15,0,0,0,0,0,0,0,0,0,1.25,0,0,0,1.25
"06025012001","Census Tract 120.01, Imperial County, California","Census Tract 120.01, Imperial County, California","ca","140","00","ACSSF","0003654",,,,,"06","025",,,,"012001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012001",,,"571989","0",4281,4281,3145,8,0,0,0,1093,35,73.46,0.19,0,0,0,25.53,0.82,4281,84,41,8,0,0,0,0,35,4197,3104,0,0,0,0,1093,0,1.96,0.96,0.19,0,0,0,0,0.82,98.04,72.51,0,0,0,0,25.53,0,4281,84,4197,4179,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,8,0,8,0,0,1.96,98.04,97.62,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0.19,0,0.19,0,0
"06025012002","Census Tract 120.02, Imperial County, California","Census Tract 120.02, Imperial County, California","ca","140","00","ACSSF","0003655",,,,,"06","025",,,,"012002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012002",,,"4903395","0",10446,10446,8544,31,0,207,0,1428,236,81.79,0.3,0,1.98,0,13.67,2.26,10446,552,340,5,0,207,0,0,0,9894,8204,26,0,0,0,1428,236,5.28,3.25,0.05,0,1.98,0,0,0,94.72,78.54,0.25,0,0,0,13.67,2.26,10446,552,9894,9543,0,43,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,285,5.28,94.72,91.36,0,0.41,0,0.22,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,2.73
"06025012100","Census Tract 121, Imperial County, California","Census Tract 121, Imperial County, California","ca","140","00","ACSSF","0003656",,,,,"06","025",,,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012100",,,"2663690","0",6709,6709,5238,0,0,27,0,873,571,78.07,0,0,0.4,0,13.01,8.51,6709,83,55,0,0,27,0,0,1,6626,5183,0,0,0,0,873,570,1.24,0.82,0,0,0.4,0,0,0.01,98.76,77.25,0,0,0,0,13.01,8.5,6709,83,6626,6543,0,0,0,59,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,1.24,98.76,97.53,0,0,0,0.88,0,0,0,0.85,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.36
"06025012200","Census Tract 122, Imperial County, California","Census Tract 122, Imperial County, California","ca","140","00","ACSSF","0003657",,,,,"06","025",,,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012200",,,"5190974","0",7637,7637,6167,0,0,45,0,1276,149,80.75,0,0,0.59,0,16.71,1.95,7637,144,99,0,0,45,0,0,0,7493,6068,0,0,0,0,1276,149,1.89,1.3,0,0,0.59,0,0,0,98.11,79.46,0,0,0,0,16.71,1.95,7637,144,7493,7323,0,0,14,103,12,8,0,0,0,83,0,20,0,0,0,12,8,0,0,0,0,0,33,0,0,0,33,1.89,98.11,95.89,0,0,0.18,1.35,0.16,0.1,0,0,0,1.09,0,0.26,0,0,0,0.16,0.1,0,0,0,0,0,0.43,0,0,0,0.43
"06025012301","Census Tract 123.01, Imperial County, California","Census Tract 123.01, Imperial County, California","ca","140","00","ACSSF","0003658",,,,,"06","025",,,,"012301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012301",,,"2371657737","0",5273,5273,1281,1158,74,60,36,2435,229,24.29,21.96,1.4,1.14,0.68,46.18,4.34,5273,2047,796,1014,50,60,36,13,78,3226,485,144,24,0,0,2422,151,38.82,15.1,19.23,0.95,1.14,0.68,0.25,1.48,61.18,9.2,2.73,0.46,0,0,45.93,2.86,5273,2047,3226,2798,94,43,4,186,0,54,36,0,6,90,0,28,6,3,0,1,0,0,18,0,0,0,73,46,9,0,18,38.82,61.18,53.06,1.78,0.82,0.08,3.53,0,1.02,0.68,0,0.11,1.71,0,0.53,0.11,0.06,0,0.02,0,0,0.34,0,0,0,1.38,0.87,0.17,0,0.34
"06025012302","Census Tract 123.02, Imperial County, California","Census Tract 123.02, Imperial County, California","ca","140","00","ACSSF","0003659",,,,,"06","025",,,,"012302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012302",,,"167951760","346140243",6005,6005,4123,114,8,0,0,1663,97,68.66,1.9,0.13,0,0,27.69,1.62,6005,1811,1629,114,8,0,0,0,60,4194,2494,0,0,0,0,1663,37,30.16,27.13,1.9,0.13,0,0,0,1,69.84,41.53,0,0,0,0,27.69,0.62,6005,1811,4194,3998,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,32,0,0,136,30.16,69.84,66.58,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.53,0,0,2.26
"06025012400","Census Tract 124, Imperial County, California","Census Tract 124, Imperial County, California","ca","140","00","ACSSF","0003660",,,,,"06","025",,,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025012400",,,"5772952743","214391247",887,887,785,27,15,15,0,45,0,88.5,3.04,1.69,1.69,0,5.07,0,887,817,767,27,8,15,0,0,0,70,18,0,7,0,0,45,0,92.11,86.47,3.04,0.9,1.69,0,0,0,7.89,2.03,0,0.79,0,0,5.07,0,887,817,70,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,92.11,7.89,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0.79
"06025940000","Census Tract 9400, Imperial County, California","Census Tract 9400, Imperial County, California","ca","140","00","ACSSF","0003661",,,,,"06","025",,,,"940000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06025940000",,,"114040301","3019425",2242,2242,870,11,956,29,0,98,278,38.8,0.49,42.64,1.29,0,4.37,12.4,2242,1448,400,11,886,25,0,0,126,794,470,0,70,4,0,98,152,64.59,17.84,0.49,39.52,1.12,0,0,5.62,35.41,20.96,0,3.12,0.18,0,4.37,6.78,2242,1448,794,743,0,0,0,51,0,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59,35.41,33.14,0,0,0,2.27,0,0,0,0.09,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
